Model,Mean_Acc,Mal_Prob,Ben_Prob,Separation
SmolLM,100.0,0.4998847333093484,5.7634169673933165e-05,3.9381898326870854
Overall,100.0,0.4998847333093484,5.7634169673933165e-05,3.9381898326870854
